facility_name,facility_id,state,measure_name,number_of_discharges,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date,condition_name,risk_tier,deviation_from_national,penalty_flag,state_avg_ratio,hospital_rank_in_state,deviation_from_state_avg,estimated_penalty_cost
Baptist Hospital Of Miami,100008,FL,READM-30-CABG-HRRP,,0.8947,10.7904,12.0606,,2021-07-01,2024-06-30,CABG,LOW,-0.1053,False,1.0201,58,-0.1254,0.0
Baptist Hospital Of Miami,100008,FL,READM-30-AMI-HRRP,162.0,1.0103,15.7157,15.555,26.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0103,True,1.0251,73,-0.0148,1029.45
Lee Memorial Hospital,100012,FL,READM-30-PN-HRRP,967.0,0.9743,15.3809,15.7863,147.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0257,False,1.0143,108,-0.04,0.0
Lee Memorial Hospital,100012,FL,READM-30-HIP-KNEE-HRRP,401.0,0.9187,5.9813,6.5105,23.0,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0813,False,1.0491,80,-0.1304,0.0
Lee Memorial Hospital,100012,FL,READM-30-HF-HRRP,1343.0,0.9346,18.2317,19.5065,240.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0654,False,1.028,141,-0.0934,0.0
Lee Memorial Hospital,100012,FL,READM-30-COPD-HRRP,367.0,0.9802,19.2117,19.5988,69.0,2021-07-01,2024-06-30,COPD,LOW,-0.0198,False,1.0091,107,-0.0289,0.0
Lee Memorial Hospital,100012,FL,READM-30-CABG-HRRP,306.0,0.9261,9.1372,9.8661,26.0,2021-07-01,2024-06-30,CABG,LOW,-0.0739,False,1.0201,53,-0.094,0.0
Lee Memorial Hospital,100012,FL,READM-30-AMI-HRRP,679.0,0.9957,12.5502,12.6043,85.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0043,False,1.0251,83,-0.0294,0.0
Adventhealth New Smyrna Beach,100014,FL,READM-30-PN-HRRP,292.0,0.9104,14.1031,15.4911,35.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0896,False,1.0143,149,-0.1039,0.0
Adventhealth New Smyrna Beach,100014,FL,READM-30-HIP-KNEE-HRRP,,0.9168,5.7394,6.2601,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0832,False,1.0491,81,-0.1323,0.0
Adventhealth New Smyrna Beach,100014,FL,READM-30-HF-HRRP,229.0,0.9713,18.8184,19.3735,41.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0287,False,1.028,126,-0.0567,0.0
Adventhealth New Smyrna Beach,100014,FL,READM-30-COPD-HRRP,102.0,1.0172,17.4107,17.1156,19.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0172,True,1.0091,62,0.0081,1719.09
Adventhealth New Smyrna Beach,100014,FL,READM-30-AMI-HRRP,106.0,1.0196,16.0132,15.7049,18.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0196,True,1.0251,65,-0.0055,1958.96
Halifax Health Medical Center,100017,FL,READM-30-PN-HRRP,446.0,1.058,16.6381,15.7254,78.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.058,True,1.0143,39,0.0437,5796.92
Halifax Health Medical Center,100017,FL,READM-30-HIP-KNEE-HRRP,,0.8511,4.6279,5.4374,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1489,False,1.0491,91,-0.198,0.0
Halifax Health Medical Center,100017,FL,READM-30-HF-HRRP,260.0,1.095,22.399,20.4548,65.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.095,True,1.028,24,0.067,9494.95
Halifax Health Medical Center,100017,FL,READM-30-COPD-HRRP,147.0,1.0017,18.2827,18.2521,27.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0017,True,1.0091,79,-0.0074,169.91
Halifax Health Medical Center,100017,FL,READM-30-CABG-HRRP,83.0,1.1333,12.8916,11.3749,14.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.1333,True,1.0201,11,0.1132,13322.91
Halifax Health Medical Center,100017,FL,READM-30-AMI-HRRP,176.0,1.0058,13.471,13.3938,24.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0058,True,1.0251,76,-0.0193,579.69
Naples Community Hospital,100018,FL,READM-30-PN-HRRP,1512.0,0.9563,14.3471,15.003,214.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0437,False,1.0143,128,-0.058,0.0
Naples Community Hospital,100018,FL,READM-30-HIP-KNEE-HRRP,955.0,1.129,5.8221,5.1571,57.0,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.129,True,1.0491,29,0.0799,12893.14
Naples Community Hospital,100018,FL,READM-30-HF-HRRP,1687.0,0.9876,18.7251,18.9603,315.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0124,False,1.028,115,-0.0404,0.0
Naples Community Hospital,100018,FL,READM-30-COPD-HRRP,337.0,1.0862,17.8134,16.3995,66.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0862,True,1.0091,11,0.0771,8615.42
Naples Community Hospital,100018,FL,READM-30-CABG-HRRP,222.0,0.9938,11.3343,11.4051,25.0,2021-07-01,2024-06-30,CABG,LOW,-0.0062,False,1.0201,37,-0.0263,0.0
Naples Community Hospital,100018,FL,READM-30-AMI-HRRP,562.0,0.9897,13.2599,13.3973,74.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0103,False,1.0251,89,-0.0354,0.0
Holmes Regional Medical Center,100019,FL,READM-30-PN-HRRP,710.0,0.8175,14.1545,17.3148,87.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1825,False,1.0143,160,-0.1968,0.0
Holmes Regional Medical Center,100019,FL,READM-30-HIP-KNEE-HRRP,,0.7539,4.6508,6.1686,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.2461,False,1.0491,98,-0.2952,0.0
Holmes Regional Medical Center,100019,FL,READM-30-HF-HRRP,651.0,0.8916,18.4837,20.7314,112.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1084,False,1.028,152,-0.1364,0.0
Holmes Regional Medical Center,100019,FL,READM-30-COPD-HRRP,257.0,0.9045,18.5237,20.4805,40.0,2021-07-01,2024-06-30,COPD,LOW,-0.0955,False,1.0091,149,-0.1046,0.0
Holmes Regional Medical Center,100019,FL,READM-30-CABG-HRRP,181.0,0.9109,10.1731,11.1685,16.0,2021-07-01,2024-06-30,CABG,LOW,-0.0891,False,1.0201,57,-0.1092,0.0
Holmes Regional Medical Center,100019,FL,READM-30-AMI-HRRP,299.0,0.8848,12.4496,14.0701,31.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.1152,False,1.0251,125,-0.1403,0.0
Jackson Health System,100022,FL,READM-30-PN-HRRP,442.0,0.9971,18.5974,18.6509,82.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0029,False,1.0143,88,-0.0172,0.0
Jackson Health System,100022,FL,READM-30-HF-HRRP,439.0,1.075,23.5787,21.9341,109.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.075,True,1.028,36,0.047,7496.01
Jackson Health System,100022,FL,READM-30-COPD-HRRP,130.0,0.9952,21.0554,21.1576,27.0,2021-07-01,2024-06-30,COPD,LOW,-0.0048,False,1.0091,90,-0.0139,0.0
Jackson Health System,100022,FL,READM-30-AMI-HRRP,174.0,0.9945,16.2603,16.3503,28.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0055,False,1.0251,85,-0.0306,0.0
Hca Florida Citrus Hospital,100023,FL,READM-30-PN-HRRP,423.0,0.9292,15.0996,16.2508,59.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0708,False,1.0143,146,-0.0851,0.0
Hca Florida Citrus Hospital,100023,FL,READM-30-HIP-KNEE-HRRP,,1.0559,5.9018,5.5896,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0559,True,1.0491,37,0.0068,5587.03
Hca Florida Citrus Hospital,100023,FL,READM-30-HF-HRRP,624.0,1.0244,20.7105,20.2174,131.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0244,True,1.028,77,-0.0036,2438.7
Hca Florida Citrus Hospital,100023,FL,READM-30-COPD-HRRP,92.0,1.0419,17.4243,16.7242,19.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0419,True,1.0091,37,0.0328,4187.77
Hca Florida Citrus Hospital,100023,FL,READM-30-CABG-HRRP,170.0,0.9182,11.314,12.3221,17.0,2021-07-01,2024-06-30,CABG,LOW,-0.0818,False,1.0201,56,-0.1019,0.0
Hca Florida Citrus Hospital,100023,FL,READM-30-AMI-HRRP,272.0,1.0128,14.8338,14.6464,41.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0128,True,1.0251,70,-0.0123,1279.32
Sacred Heart Hospital,100025,FL,READM-30-PN-HRRP,583.0,1.0126,17.179,16.9659,101.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0126,True,1.0143,77,-0.0017,1259.33
Sacred Heart Hospital,100025,FL,READM-30-HIP-KNEE-HRRP,,0.9875,7.5897,7.6859,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0125,False,1.0491,56,-0.0616,0.0
Sacred Heart Hospital,100025,FL,READM-30-HF-HRRP,482.0,1.0646,22.6846,21.3074,114.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0646,True,1.028,40,0.0366,6456.57
Sacred Heart Hospital,100025,FL,READM-30-COPD-HRRP,125.0,1.0053,18.0882,17.9935,23.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0053,True,1.0091,74,-0.0038,529.72
Sacred Heart Hospital,100025,FL,READM-30-CABG-HRRP,,0.9867,10.8705,11.0175,,2021-07-01,2024-06-30,CABG,LOW,-0.0133,False,1.0201,39,-0.0334,0.0
Sacred Heart Hospital,100025,FL,READM-30-AMI-HRRP,230.0,1.0685,14.1816,13.2723,36.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0685,True,1.0251,32,0.0434,6846.36
Ascension Sacred Heart Bay,100026,FL,READM-30-PN-HRRP,329.0,0.9915,15.6744,15.8087,51.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0085,False,1.0143,93,-0.0228,0.0
Ascension Sacred Heart Bay,100026,FL,READM-30-HF-HRRP,318.0,0.9697,18.935,19.5258,58.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0303,False,1.028,128,-0.0583,0.0
Ascension Sacred Heart Bay,100026,FL,READM-30-COPD-HRRP,68.0,1.004,18.682,18.6077,13.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.004,True,1.0091,76,-0.0051,399.79
Ascension Sacred Heart Bay,100026,FL,READM-30-CABG-HRRP,,1.0201,9.9919,9.7955,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0201,True,1.0201,33,0.0,2008.93
Ascension Sacred Heart Bay,100026,FL,READM-30-AMI-HRRP,171.0,1.0093,12.0107,11.8996,21.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0093,True,1.0251,74,-0.0158,929.51
Parrish Medical Center,100028,FL,READM-30-PN-HRRP,235.0,0.8933,14.2469,15.9491,26.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1067,False,1.0143,153,-0.121,0.0
Parrish Medical Center,100028,FL,READM-30-HIP-KNEE-HRRP,,0.892,5.3721,6.0222,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.108,False,1.0491,86,-0.1571,0.0
Parrish Medical Center,100028,FL,READM-30-HF-HRRP,206.0,1.1099,21.0554,18.9707,51.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.1099,True,1.028,16,0.0819,10984.16
Parrish Medical Center,100028,FL,READM-30-COPD-HRRP,,0.9495,16.3374,17.2071,,2021-07-01,2024-06-30,COPD,LOW,-0.0505,False,1.0091,137,-0.0596,0.0
Parrish Medical Center,100028,FL,READM-30-AMI-HRRP,,0.9945,12.2023,12.2693,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0055,False,1.0251,85,-0.0306,0.0
North Shore Medical Center,100029,FL,READM-30-PN-HRRP,204.0,0.9941,18.3417,18.4511,37.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0059,False,1.0143,91,-0.0202,0.0
North Shore Medical Center,100029,FL,READM-30-HIP-KNEE-HRRP,,0.8888,3.7776,4.2502,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1112,False,1.0491,87,-0.1603,0.0
North Shore Medical Center,100029,FL,READM-30-HF-HRRP,137.0,1.0994,25.3015,23.0134,42.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0994,True,1.028,22,0.0714,9934.72
North Shore Medical Center,100029,FL,READM-30-COPD-HRRP,71.0,0.9902,19.3837,19.5754,13.0,2021-07-01,2024-06-30,COPD,LOW,-0.0098,False,1.0091,98,-0.0189,0.0
North Shore Medical Center,100029,FL,READM-30-AMI-HRRP,48.0,1.071,19.1806,17.9087,13.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.071,True,1.0251,30,0.0459,7096.23
Orlando Health-Health Central Hospital,100030,FL,READM-30-PN-HRRP,259.0,0.8829,13.6018,15.4053,27.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1171,False,1.0143,156,-0.1314,0.0
Orlando Health-Health Central Hospital,100030,FL,READM-30-HIP-KNEE-HRRP,,1.0708,5.2221,4.877,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0708,True,1.0491,35,0.0217,7076.24
Orlando Health-Health Central Hospital,100030,FL,READM-30-HF-HRRP,382.0,1.0372,20.5056,19.7702,81.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0372,True,1.028,66,0.0092,3718.02
Orlando Health-Health Central Hospital,100030,FL,READM-30-COPD-HRRP,109.0,1.0177,18.9785,18.649,22.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0177,True,1.0091,61,0.0086,1769.06
Orlando Health-Health Central Hospital,100030,FL,READM-30-AMI-HRRP,98.0,1.0883,14.9312,13.7192,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0883,True,1.0251,21,0.0632,8825.31
Orlando Health Bayfront Hospital,100032,FL,READM-30-AMI-HRRP,,1.0139,14.0159,13.824,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0139,True,1.0251,67,-0.0112,1389.26
Orlando Health Bayfront Hospital,100032,FL,READM-30-PN-HRRP,184.0,1.0368,16.0705,15.5,32.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0368,True,1.0143,57,0.0225,3678.04
Orlando Health Bayfront Hospital,100032,FL,READM-30-HIP-KNEE-HRRP,,1.0503,5.9182,5.6349,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0503,True,1.0491,39,0.0012,5027.33
Orlando Health Bayfront Hospital,100032,FL,READM-30-HF-HRRP,165.0,0.9605,19.3559,20.1513,29.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0395,False,1.028,134,-0.0675,0.0
Orlando Health Bayfront Hospital,100032,FL,READM-30-COPD-HRRP,55.0,1.0753,20.7746,19.3192,17.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0753,True,1.0091,16,0.0662,7526.0
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-PN-HRRP,361.0,0.9839,15.2575,15.5072,54.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0161,False,1.0143,102,-0.0304,0.0
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-HIP-KNEE-HRRP,,1.1571,6.0571,5.2349,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1571,True,1.0491,24,0.108,15701.65
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-HF-HRRP,418.0,1.0204,20.6986,20.284,88.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0204,True,1.028,80,-0.0076,2038.92
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-COPD-HRRP,86.0,0.9475,17.4132,18.378,11.0,2021-07-01,2024-06-30,COPD,LOW,-0.0525,False,1.0091,138,-0.0616,0.0
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-CABG-HRRP,,1.0303,13.0085,12.626,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0303,True,1.0201,30,0.0102,3028.39
"Mount Sinai Medical Center Of Florida, Inc",100034,FL,READM-30-AMI-HRRP,232.0,1.0018,15.045,15.0174,35.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0018,True,1.0251,81,-0.0233,179.9
Manatee Memorial Hospital,100035,FL,READM-30-PN-HRRP,370.0,1.0029,15.893,15.8464,59.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0029,True,1.0143,83,-0.0114,289.85
Manatee Memorial Hospital,100035,FL,READM-30-HIP-KNEE-HRRP,,0.9367,5.3935,5.7579,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0633,False,1.0491,76,-0.1124,0.0
Manatee Memorial Hospital,100035,FL,READM-30-HF-HRRP,379.0,0.9838,20.1046,20.4364,75.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0162,False,1.028,119,-0.0442,0.0
Manatee Memorial Hospital,100035,FL,READM-30-COPD-HRRP,196.0,0.993,19.661,19.7995,38.0,2021-07-01,2024-06-30,COPD,LOW,-0.007,False,1.0091,95,-0.0161,0.0
Manatee Memorial Hospital,100035,FL,READM-30-CABG-HRRP,74.0,1.2019,12.4255,10.3382,14.0,2021-07-01,2024-06-30,CABG,HIGH,0.2019,True,1.0201,6,0.1818,20179.27
Manatee Memorial Hospital,100035,FL,READM-30-AMI-HRRP,198.0,0.919,12.2362,13.3144,20.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.081,False,1.0251,119,-0.1061,0.0
Memorial Regional Hospital,100038,FL,READM-30-PN-HRRP,349.0,1.0213,15.9292,15.5966,57.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0213,True,1.0143,70,0.007,2128.87
Memorial Regional Hospital,100038,FL,READM-30-HIP-KNEE-HRRP,,1.0876,7.2274,6.6454,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0876,True,1.0491,32,0.0385,8755.34
Memorial Regional Hospital,100038,FL,READM-30-HF-HRRP,441.0,1.044,21.2784,20.3825,97.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.044,True,1.028,58,0.016,4397.66
Memorial Regional Hospital,100038,FL,READM-30-COPD-HRRP,107.0,1.0576,20.3401,19.2326,26.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0576,True,1.0091,24,0.0485,5756.94
Memorial Regional Hospital,100038,FL,READM-30-CABG-HRRP,81.0,1.1066,12.7256,11.4997,13.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.1066,True,1.0201,15,0.0865,10654.33
Memorial Regional Hospital,100038,FL,READM-30-AMI-HRRP,149.0,1.0852,15.2943,14.0935,27.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0852,True,1.0251,24,0.0601,8515.47
Broward Health Medical Center,100039,FL,READM-30-PN-HRRP,206.0,1.0421,17.0811,16.3903,38.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0421,True,1.0143,53,0.0278,4207.76
Broward Health Medical Center,100039,FL,READM-30-HF-HRRP,220.0,1.0653,21.4952,20.1769,52.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0653,True,1.028,39,0.0373,6526.53
Broward Health Medical Center,100039,FL,READM-30-COPD-HRRP,85.0,0.9994,16.5198,16.5293,14.0,2021-07-01,2024-06-30,COPD,LOW,-0.0006,False,1.0091,83,-0.0097,0.0
Broward Health Medical Center,100039,FL,READM-30-CABG-HRRP,,0.9655,10.447,10.8207,,2021-07-01,2024-06-30,CABG,LOW,-0.0345,False,1.0201,47,-0.0546,0.0
Broward Health Medical Center,100039,FL,READM-30-AMI-HRRP,173.0,0.9744,12.895,13.2341,21.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0256,False,1.0251,97,-0.0507,0.0
Ascension St Vincent'S Riverside,100040,FL,READM-30-PN-HRRP,454.0,0.956,16.5342,17.2956,72.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.044,False,1.0143,129,-0.0583,0.0
Ascension St Vincent'S Riverside,100040,FL,READM-30-HIP-KNEE-HRRP,,1.0228,8.1103,7.9296,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0228,True,1.0491,46,-0.0263,2278.79
Ascension St Vincent'S Riverside,100040,FL,READM-30-HF-HRRP,458.0,0.9618,18.735,19.4799,83.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0382,False,1.028,133,-0.0662,0.0
Ascension St Vincent'S Riverside,100040,FL,READM-30-COPD-HRRP,110.0,1.1414,20.8761,18.2893,33.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.1414,True,1.0091,3,0.1323,14132.48
Ascension St Vincent'S Riverside,100040,FL,READM-30-CABG-HRRP,200.0,1.0715,11.1019,10.3615,24.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0715,True,1.0201,22,0.0514,7146.2
Ascension St Vincent'S Riverside,100040,FL,READM-30-AMI-HRRP,259.0,1.0608,16.1767,15.2492,45.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0608,True,1.0251,38,0.0357,6076.77
Mease Dunedin Hospital,100043,FL,READM-30-PN-HRRP,187.0,1.0271,15.6252,15.2131,31.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0271,True,1.0143,64,0.0128,2708.56
Mease Dunedin Hospital,100043,FL,READM-30-HIP-KNEE-HRRP,,1.0514,7.743,7.3647,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.0514,True,1.0491,38,0.0023,5137.27
Mease Dunedin Hospital,100043,FL,READM-30-HF-HRRP,151.0,0.9738,19.8287,20.3627,28.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0262,False,1.028,125,-0.0542,0.0
Mease Dunedin Hospital,100043,FL,READM-30-COPD-HRRP,63.0,1.0654,18.0449,16.9379,16.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0654,True,1.0091,20,0.0563,6536.52
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-PN-HRRP,1730.0,1.0858,16.6746,15.3566,294.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0858,True,1.0143,29,0.0715,8575.44
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-HIP-KNEE-HRRP,,1.1359,7.0357,6.1938,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1359,True,1.0491,28,0.0868,13582.78
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-HF-HRRP,1422.0,1.0875,20.6676,19.0048,300.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0875,True,1.028,29,0.0595,8745.35
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-COPD-HRRP,436.0,1.1251,18.4428,16.3922,89.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.1251,True,1.0091,5,0.116,12503.35
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-CABG-HRRP,171.0,1.0368,9.9865,9.6325,18.0,2021-07-01,2024-06-30,CABG,MEDIUM,0.0368,True,1.0201,28,0.0167,3678.04
Cleveland Clinic Martin North Hospital,100044,FL,READM-30-AMI-HRRP,412.0,0.9927,11.9824,12.0707,49.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0073,False,1.0251,88,-0.0324,0.0
Adventhealth Deland,100045,FL,READM-30-PN-HRRP,346.0,1.0279,17.0881,16.6241,61.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0279,True,1.0143,63,0.0136,2788.52
Adventhealth Deland,100045,FL,READM-30-HF-HRRP,292.0,1.0088,20.3292,20.1526,60.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0088,True,1.028,92,-0.0192,879.53
Adventhealth Deland,100045,FL,READM-30-COPD-HRRP,122.0,1.0365,19.1262,18.4526,26.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0365,True,1.0091,39,0.0274,3648.06
Adventhealth Deland,100045,FL,READM-30-AMI-HRRP,77.0,1.0131,13.4284,13.2553,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0131,True,1.0251,68,-0.012,1309.3
Adventhealth Zephyrhills,100046,FL,READM-30-PN-HRRP,272.0,0.9699,17.3133,17.8513,45.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0301,False,1.0143,111,-0.0444,0.0
Adventhealth Zephyrhills,100046,FL,READM-30-HF-HRRP,378.0,1.0161,21.645,21.3025,83.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0161,True,1.028,85,-0.0119,1609.14
Adventhealth Zephyrhills,100046,FL,READM-30-COPD-HRRP,136.0,0.9585,20.0489,20.9176,24.0,2021-07-01,2024-06-30,COPD,LOW,-0.0415,False,1.0091,128,-0.0506,0.0
Adventhealth Zephyrhills,100046,FL,READM-30-AMI-HRRP,147.0,1.0031,15.5366,15.4885,23.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0031,True,1.0251,80,-0.022,309.84
Shorepoint Health Punta Gorda,100047,FL,READM-30-PN-HRRP,279.0,1.1199,18.0422,16.11,58.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1199,True,1.0143,18,0.1056,11983.63
Shorepoint Health Punta Gorda,100047,FL,READM-30-HF-HRRP,123.0,0.9863,20.3416,20.6252,24.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0137,False,1.028,116,-0.0417,0.0
Shorepoint Health Punta Gorda,100047,FL,READM-30-COPD-HRRP,95.0,0.9759,17.6745,18.1104,15.0,2021-07-01,2024-06-30,COPD,LOW,-0.0241,False,1.0091,114,-0.0332,0.0
Hca Florida Highlands Hospital,100049,FL,READM-30-PN-HRRP,259.0,1.0738,18.5616,17.2856,53.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0738,True,1.0143,35,0.0595,7376.08
Hca Florida Highlands Hospital,100049,FL,READM-30-HF-HRRP,133.0,1.0216,19.8876,19.4667,28.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0216,True,1.028,78,-0.0064,2158.85
Hca Florida Highlands Hospital,100049,FL,READM-30-COPD-HRRP,67.0,1.0363,17.0202,16.4234,14.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0363,True,1.0091,40,0.0272,3628.07
Hca Florida Highlands Hospital,100049,FL,READM-30-AMI-HRRP,,0.9452,13.7517,14.5495,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0548,False,1.0251,114,-0.0799,0.0
Larkin Community Hospital Palm Springs Campus,100050,FL,READM-30-PN-HRRP,172.0,0.9719,16.824,17.3097,27.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0281,False,1.0143,110,-0.0424,0.0
Larkin Community Hospital Palm Springs Campus,100050,FL,READM-30-HF-HRRP,61.0,0.9906,20.8183,21.016,12.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0094,False,1.028,109,-0.0374,0.0
Larkin Community Hospital Palm Springs Campus,100050,FL,READM-30-COPD-HRRP,,0.9919,19.1275,19.2835,,2021-07-01,2024-06-30,COPD,LOW,-0.0081,False,1.0091,96,-0.0172,0.0
